0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.054627621665726434e+00,-9.784511641289467265e-01,4.150944985625668049e-03,0.000000000000000000e+00
3.866262221546598266e+00,1.177030111519669353e-01,0.000000000000000000e+00,2.049827809850727434e+00
2.454901144662881229e+00,9.549048881313693116e-03,-9.919000000000000483e+00,-9.179158032658291333e+00
2.208964768119242805e+00,0.000000000000000000e+00,9.944154046840333883e-02,2.038523493943217524e+00
2.202935721879047737e+00,-9.997813000000000727e+00,1.044201261586420737e-02,-7.000000000000000000e+00
2.095449262790689104e+00,-9.942756776783214789e+00,-2.752247221909894570e+00,3.214962739628503208e+00
1.780629526973905419e+00,-9.730000000000000426e+00,-9.099999999999999645e+00,5.282263516145979665e-01
0.000000000000000000e+00,-5.044560425699534667e-02,-6.092003131880902034e-01,9.661697508195206119e-01
-9.730000000000000426e+00,-9.078093377503002603e-01,-1.233031678243307949e+00,-8.967646998889705401e+00
0.000000000000000000e+00,1.576759060944374902e-01,-9.992710000000000647e+00,-1.222974933842009060e+00
-7.000000000000000000e+00,-4.652063195219179326e-01,-7.191308531561232620e+00,-9.099999999999999645e+00
-9.702169749999999482e+00,-9.730000000000000426e+00,2.924381484505094719e-01,1.874365928157398331e+00
-7.000000000000000000e+00,-9.099999999999999645e+00,2.511038838292394271e-01,-9.099999999999999645e+00
-9.099999999999999645e+00,-9.099999999999999645e+00,0.000000000000000000e+00,2.387868994128097277e+00
-9.730000000000000426e+00,-9.730000000000000426e+00,-2.770130330149524589e+00,-9.099999999999999645e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.750667592164452557e+00,2.513057286384506317e-01,-1.271686993805424493e+00,0.000000000000000000e+00
5.181798576140861812e+00,-9.654754518912560535e-01,0.000000000000000000e+00,1.879957190225678421e-01
5.592619394100751151e+00,-6.322125482942234642e-01,-3.116726163161177787e+00,-9.801089114010430592e+00
5.532814284114610182e+00,0.000000000000000000e+00,-1.093505726434256253e+00,2.690262585822821295e-01
4.163776660519539874e+00,-7.000000000000000000e+00,-1.462722380111160403e+00,-9.975699999999999790e+00
4.146463248554523418e+00,-7.823035652266283613e-01,-9.728597533674470554e+00,1.017344237089136544e-01
5.026444873763778354e+00,-7.000000000000000000e+00,0.000000000000000000e+00,-9.099999999999999645e+00
0.000000000000000000e+00,-9.618705781140399758e-01,-9.789043964591074287e-01,-1.149957397049005570e+00
-6.369799497264489574e+00,-9.974331611581479518e-01,-1.212993780418812451e+00,-7.184049160699355951e+00
-7.000000000000000000e+00,-2.728394163515013848e-01,-9.099999999999999645e+00,-9.494630555588735588e-01
-9.096365037286899380e+00,-9.267589545491146108e-01,-7.000000000000000000e+00,-7.000000000000000000e+00
-6.238971375715941292e+00,-7.000000000000000000e+00,-9.449999999999999512e-01,-3.719638817647696882e-02
-7.000000000000000000e+00,-7.172708600072354557e+00,-1.231961881254573399e+00,-7.000000000000000000e+00
-7.000000000000000000e+00,-7.000000000000000000e+00,-7.000000000000000000e+00,-1.665540756377792420e-02
-7.000000000000000000e+00,0.000000000000000000e+00,-7.000000000000000000e+00,-7.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.494287262544331085e+00,2.168261092054821315e+00,3.460188571768424426e-01,0.000000000000000000e+00
